Transaction_Date,Hospital_ID,Hospital_Name,Hospital_Type,Hospital_Size,Territory,Product_ID,Product_Name,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Inventory_Level,Stockout_Flag,Market_Index,Promotion_Flag,Year,Month,Quarter,Day_of_Week,Is_Weekend,Day_of_Month,Week_of_Year,Calculated_Revenue,Revenue_Difference,Daily_Units_Sold,Daily_Revenue,Average_Unit_Price,Average_Inventory,Stockout_Rate,Promotion_Rate,Average_Market_Index,Demand_Lag_1,Demand_Lag_2,Demand_Lag_3,Demand_Lag_7,Demand_Lag_14,Demand_Lag_28,Demand_Rolling_Mean_3,Demand_Rolling_Mean_7,Demand_Rolling_Mean_14,Demand_Rolling_Mean_28,Demand_Rolling_Std_3,Demand_Rolling_Std_7,Demand_Rolling_Std_14,Demand_Rolling_Std_28,Demand_Growth_7D,Demand_Growth_28D,Demand_Acceleration,Inventory_Coverage,Inventory_Pressure,Low_Inventory_Flag,High_Inventory_Flag,Stockout_Risk_Signal,Promotion_Lag_1,Promotion_Lag_7,Promotion_Active,Promotion_7D_Frequency,Hospital_Total_Demand,Hospital_Demand_Share,Hospital_Product_Diversity,Product_Total_Demand,Product_Demand_Share,Product_Hospital_Coverage,Demand_CV_28D,Demand_Volatility_Flag
2023-01-03,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,35,85123.55,2979324.25,61,0,0.5282,1,2023,1,1,1,0,3,1,2979324.25,0.0,35,2979324.25,85123.55,61.0,0.0,1.0,0.5282,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,32877,0.0010645740183106,8,38090,0.0009188763454975,10,,0
2023-01-03,H003,Hospital_C,Tertiary_Care,Medium,West,P007,Ventilator,Critical_Care,27,341467.37,9219618.99,79,0,0.514,1,2023,1,1,1,0,3,1,9219618.99,0.0,27,9219618.99,341467.37,79.0,0.0,1.0,0.514,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,23651,0.0011416007779797,8,38966,0.0006929117692347,10,,0
2023-01-04,H003,Hospital_C,Tertiary_Care,Medium,West,P005,Cardiac_Monitor,Cardiology,21,163644.56,3436535.76,68,0,0.5382,0,2023,1,1,2,0,4,1,3436535.76,0.0,21,3436535.76,163644.56,68.0,0.0,0.0,0.5382,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23651,0.0008879117162065,8,38847,0.0005405822843462,10,,0
2023-01-04,H003,Hospital_C,Tertiary_Care,Medium,West,P008,Endoscopy_System,Gastroenterology,18,1079237.42,19426273.56,48,0,0.5517,0,2023,1,1,2,0,4,1,19426273.56,0.0,18,19426273.56,1079237.42,48.0,0.0,0.0,0.5517,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23651,0.0007610671853198,8,26913,0.0006688217590012,10,,0
2023-01-04,H005,Hospital_E,Specialty_Care,Medium,South,P007,Ventilator,Critical_Care,26,344826.11,8965478.86,43,0,0.4941,0,2023,1,1,2,0,4,1,8965478.86,0.0,26,8965478.86,344826.11,43.0,0.0,0.0,0.4941,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23717,0.0010962600666188,8,38966,0.0006672483703741,10,,0
2023-01-04,H008,Hospital_H,Specialty_Care,Small,East,P005,Cardiac_Monitor,Cardiology,13,154335.66,2006363.58,39,0,0.4671,0,2023,1,1,2,0,4,1,2006363.58,0.0,13,2006363.58,154335.66,39.0,0.0,0.0,0.4671,13.0,,,,,,13.0,13.0,13.0,13.0,,,,,,,,3.0,3.0,1,0,1,0.0,,0,0.0,17171,0.000757090443189,8,38847,0.0003346461760238,10,,0
2023-01-04,H010,Hospital_J,Tertiary_Care,Large,Central,P006,Infusion_Pump,Critical_Care,32,64106.95,2051422.4,85,0,0.5279,0,2023,1,1,2,0,4,1,2051422.4,0.0,32,2051422.4,64106.95,85.0,0.0,0.0,0.5279,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,34888,0.0009172208209126,8,40561,0.0007889351840437,10,,0
2023-01-05,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,20,1117289.98,22345799.6,44,0,0.517,0,2023,1,1,3,0,5,1,22345799.6,0.0,20,22345799.6,1117289.98,44.0,0.0,0.0,0.517,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,34888,0.0005732630130703,8,26913,0.0007431352877791,10,,0
2023-01-05,H007,Hospital_G,Multi_Specialty,Large,East,P005,Cardiac_Monitor,Cardiology,29,147227.64,4269601.56,74,0,0.486,0,2023,1,1,3,0,5,1,4269601.56,-0.0,29,4269601.56,147227.64,74.0,0.0,0.0,0.486,29.0,,,,,,29.0,29.0,29.0,29.0,,,,,,,,2.5517241379310347,2.5517241379310347,1,0,1,0.0,,0,0.0,34129,0.0008497172492601,8,38847,0.0007465183926686,10,,0
2023-01-05,H008,Hospital_H,Specialty_Care,Small,East,P003,Patient_Monitor,Patient_Monitoring,25,126037.31,3150932.75,41,0,0.5166,0,2023,1,1,3,0,5,1,3150932.75,0.0,25,3150932.75,126037.31,41.0,0.0,0.0,0.5166,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,17171,0.001455943159979,8,44040,0.0005676657584014,10,,0
2023-01-05,H003,Hospital_C,Tertiary_Care,Medium,West,P008,Endoscopy_System,Gastroenterology,10,1095077.28,10950772.8,22,0,0.5468,0,2023,1,1,3,0,5,1,10950772.8,0.0,10,10950772.8,1095077.28,22.0,0.0,0.0,0.5468,18.0,,,,,,18.0,18.0,18.0,18.0,,,,,,,,1.2222222222222223,1.2222222222222223,1,0,1,0.0,,0,0.0,23651,0.0004228151029554,8,26913,0.0003715676438895,10,,0
2023-01-05,H007,Hospital_G,Multi_Specialty,Large,East,P001,Imaging_System,Radiology,23,1768202.01,40668646.23,62,0,0.5355,0,2023,1,1,3,0,5,1,40668646.23,0.0,23,40668646.23,1768202.01,62.0,0.0,0.0,0.5355,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,34129,0.0006739136804477,8,25178,0.000913495909127,10,,0
2023-01-06,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,26,86391.46,2246177.96,41,0,0.5237,1,2023,1,1,4,0,6,1,2246177.96,0.0,26,2246177.96,86391.46,41.0,0.0,1.0,0.5237,35.0,,,,,,35.0,35.0,35.0,35.0,,,,,,,,1.1714285714285717,1.1714285714285717,1,0,1,1.0,,1,1.0,32877,0.0007908264136022,8,38090,0.0006825938566552,10,,0
2023-01-06,H001,Hospital_A,Tertiary_Care,Large,North,P005,Cardiac_Monitor,Cardiology,27,148566.76,4011302.52,92,0,0.5766,0,2023,1,1,4,0,6,1,4011302.52,-0.0,27,4011302.52,148566.76,92.0,0.0,0.0,0.5766,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,32877,0.0008212428141253,8,38847,0.000695034365588,10,,0
2023-01-06,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,28,64573.15,1808048.2,52,0,0.4725,0,2023,1,1,4,0,6,1,1808048.2,0.0,28,1808048.2,64573.15,52.0,0.0,0.0,0.4725,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,32516,0.0008611145282322,8,40561,0.0006903182860383,10,,0
2023-01-06,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,24,124723.13,2993355.12,74,0,0.5337,0,2023,1,1,4,0,6,1,2993355.12,0.0,24,2993355.12,124723.13,74.0,0.0,0.0,0.5337,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23717,0.0010119323691866,8,44040,0.0005449591280653,10,,0
2023-01-06,H005,Hospital_E,Specialty_Care,Medium,South,P006,Infusion_Pump,Critical_Care,16,66203.62,1059257.92,30,0,0.5806,0,2023,1,1,4,0,6,1,1059257.92,0.0,16,1059257.92,66203.62,30.0,0.0,0.0,0.5806,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23717,0.0006746215794577,8,40561,0.0003944675920218,10,,0
2023-01-06,H005,Hospital_E,Specialty_Care,Medium,South,P008,Endoscopy_System,Gastroenterology,16,1089787.93,17436606.88,46,0,0.514,0,2023,1,1,4,0,6,1,17436606.88,0.0,16,17436606.88,1089787.93,46.0,0.0,0.0,0.514,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23717,0.0006746215794577,8,26913,0.0005945082302233,10,,0
2023-01-06,H007,Hospital_G,Multi_Specialty,Large,East,P005,Cardiac_Monitor,Cardiology,35,151581.6,5305356.0,83,0,0.561,1,2023,1,1,4,0,6,1,5305356.0,0.0,35,5305356.0,151581.6,83.0,0.0,1.0,0.561,29.0,29.0,,,,,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,,,,2.862068965517241,2.862068965517241,1,0,1,0.0,,1,0.0,34129,0.0010255208180726,8,38847,0.0009009704739104,10,0.0,0
2023-01-06,H007,Hospital_G,Multi_Specialty,Large,East,P006,Infusion_Pump,Critical_Care,30,63139.15,1894174.5,70,0,0.5834,0,2023,1,1,4,0,6,1,1894174.5,0.0,30,1894174.5,63139.15,70.0,0.0,0.0,0.5834,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,34129,0.0008790178440622,8,40561,0.000739626735041,10,,0
2023-01-06,H009,Hospital_I,Multi_Specialty,Medium,Central,P008,Endoscopy_System,Gastroenterology,20,1052973.45,21059469.0,53,0,0.4779,1,2023,1,1,4,0,6,1,21059469.0,0.0,20,21059469.0,1052973.45,53.0,0.0,1.0,0.4779,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,24375,0.0008205128205128,8,26913,0.0007431352877791,10,,0
2023-01-06,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,18,1114918.16,20068526.88,65,0,0.5426,0,2023,1,1,4,0,6,1,20068526.88,0.0,18,20068526.88,1114918.16,65.0,0.0,0.0,0.5426,20.0,,,,,,20.0,20.0,20.0,20.0,,,,,,,,3.25,3.25,1,0,1,0.0,,0,0.0,34888,0.0005159367117633,8,26913,0.0006688217590012,10,,0
2023-01-07,H005,Hospital_E,Specialty_Care,Medium,South,P001,Imaging_System,Radiology,13,1802597.3,23433764.9,34,0,0.5881,1,2023,1,1,5,1,7,1,23433764.9,-0.0,13,23433764.9,1802597.3,34.0,0.0,1.0,0.5881,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,23717,0.0005481300333094,8,25178,0.0005163237747239,10,,0
2023-01-07,H010,Hospital_J,Tertiary_Care,Large,Central,P004,ECG_System,Cardiology,23,91063.1,2094451.3,40,0,0.5729,0,2023,1,1,5,1,7,1,2094451.3,0.0,23,2094451.3,91063.1,40.0,0.0,0.0,0.5729,31.0,,,,,,31.0,31.0,31.0,31.0,,,,,,,,1.2903225806451613,1.2903225806451613,1,0,1,0.0,,0,0.0,34888,0.0006592524650309,8,38090,0.0006038330270412,10,,0
2023-01-07,H006,Hospital_F,Tertiary_Care,Large,South,P005,Cardiac_Monitor,Cardiology,33,152545.5,5034001.5,96,0,0.5478,0,2023,1,1,5,1,7,1,5034001.5,0.0,33,5034001.5,152545.5,96.0,0.0,0.0,0.5478,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,31985,0.0010317336251367,8,38847,0.0008494864468298,10,,0
2023-01-07,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,26,126148.14,3279851.64,38,0,0.5387,0,2023,1,1,5,1,7,1,3279851.64,0.0,26,3279851.64,126148.14,38.0,0.0,0.0,0.5387,24.0,,,,,,24.0,24.0,24.0,24.0,,,,,,,,1.5833333333333333,1.5833333333333333,1,0,1,0.0,,0,0.0,23717,0.0010962600666188,8,44040,0.0005903723887375,10,,0
2023-01-07,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,23,124227.11,2857223.53,59,0,0.583,0,2023,1,1,5,1,7,1,2857223.53,0.0,23,2857223.53,124227.11,59.0,0.0,0.0,0.583,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,22923,0.0010033590716747,8,44040,0.0005222524977293,10,,0
2023-01-07,H003,Hospital_C,Tertiary_Care,Medium,West,P004,ECG_System,Cardiology,20,84541.58,1690831.6,44,0,0.5308,0,2023,1,1,5,1,7,1,1690831.6,0.0,20,1690831.6,84541.58,44.0,0.0,0.0,0.5308,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23651,0.0008456302059109,8,38090,0.0005250721974271,10,,0
2023-01-07,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,29,89226.48,2587567.92,109,0,0.5645,1,2023,1,1,5,1,7,1,2587567.92,0.0,29,2587567.92,89226.48,109.0,0.0,1.0,0.5645,25.0,,,,,,25.0,25.0,25.0,25.0,,,,,,,,4.36,4.36,1,0,1,0.0,,1,0.0,32516,0.0008918686185262,8,38090,0.0007613546862693,10,,0
2023-01-07,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,29,80734.49,2341300.21,46,0,0.5869,0,2023,1,1,5,1,7,1,2341300.21,0.0,29,2341300.21,80734.49,46.0,0.0,0.0,0.5869,26.0,35.0,,,,,30.5,30.5,30.5,30.5,6.363961030678928,6.363961030678928,6.363961030678928,6.363961030678928,,,,1.5081967213114753,1.5081967213114753,1,0,1,1.0,,0,2.0,32877,0.0008820756151717,8,38090,0.0007613546862693,10,0.2086544600222599,0
2023-01-07,H004,Hospital_D,Multi_Specialty,Medium,West,P007,Ventilator,Critical_Care,22,359349.24,7905683.28,41,0,0.6038,0,2023,1,1,5,1,7,1,7905683.28,0.0,22,7905683.28,359349.24,41.0,0.0,0.0,0.6038,47.0,,,,,,47.0,47.0,47.0,47.0,,,,,,,,0.8723404255319149,0.8723404255319149,1,0,1,0.0,,0,0.0,22923,0.0009597347642106,8,38966,0.0005645947749319,10,,0
2023-01-08,H010,Hospital_J,Tertiary_Care,Large,Central,P004,ECG_System,Cardiology,30,86498.46,2594953.8,68,0,0.4916,0,2023,1,1,6,1,8,1,2594953.8,-0.0,30,2594953.8,86498.46,68.0,0.0,0.0,0.4916,23.0,31.0,,,,,27.0,27.0,27.0,27.0,5.656854249492381,5.656854249492381,5.656854249492381,5.656854249492381,,,,2.5185185185185186,2.5185185185185186,1,0,1,0.0,,0,0.0,34888,0.0008598945196055,8,38090,0.0007876082961407,10,0.2095131203515696,0
2023-01-08,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,20,1850188.7,37003774.0,57,0,0.4988,0,2023,1,1,6,1,8,1,37003774.0,0.0,20,37003774.0,1850188.7,57.0,0.0,0.0,0.4988,22.0,,,,,,22.0,22.0,22.0,22.0,,,,,,,,2.590909090909091,2.590909090909091,1,0,1,0.0,,0,0.0,32877,0.0006083280104632,8,25178,0.0007943442688061,10,,0
2023-01-08,H002,Hospital_B,Multi_Specialty,Large,North,P007,Ventilator,Critical_Care,31,324214.25,10050641.75,77,0,0.5626,0,2023,1,1,6,1,8,1,10050641.75,0.0,31,10050641.75,324214.25,77.0,0.0,0.0,0.5626,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,32516,0.0009533767991142,8,38966,0.0007955653646768,10,,0
2023-01-08,H003,Hospital_C,Tertiary_Care,Medium,West,P001,Imaging_System,Radiology,15,1879259.14,28188887.1,56,0,0.5081,0,2023,1,1,6,1,8,1,28188887.1,0.0,15,28188887.1,1879259.14,56.0,0.0,0.0,0.5081,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,23651,0.0006342226544332,8,25178,0.0005957582016045,10,,0
2023-01-08,H004,Hospital_D,Multi_Specialty,Medium,West,P006,Infusion_Pump,Critical_Care,21,66144.33,1389030.93,58,0,0.5416,0,2023,1,1,6,1,8,1,1389030.93,0.0,21,1389030.93,66144.33,58.0,0.0,0.0,0.5416,28.0,,,,,,28.0,28.0,28.0,28.0,,,,,,,,2.071428571428572,2.071428571428572,1,0,1,1.0,,0,1.0,22923,0.0009161104567464,8,40561,0.0005177387145287,10,,0
2023-01-08,H005,Hospital_E,Specialty_Care,Medium,South,P006,Infusion_Pump,Critical_Care,23,69587.34,1600508.82,29,0,0.5488,0,2023,1,1,6,1,8,1,1600508.82,0.0,23,1600508.82,69587.34,29.0,0.0,0.0,0.5488,16.0,,,,,,16.0,16.0,16.0,16.0,,,,,,,,1.8125,1.8125,1,0,1,0.0,,0,0.0,23717,0.0009697685204705,8,40561,0.0005670471635314,10,,0
2023-01-08,H008,Hospital_H,Specialty_Care,Small,East,P004,ECG_System,Cardiology,14,84549.75,1183696.5,29,0,0.545,0,2023,1,1,6,1,8,1,1183696.5,0.0,14,1183696.5,84549.75,29.0,0.0,0.0,0.545,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,17171,0.0008153281695882,8,38090,0.000367550538199,10,,0
2023-01-08,H009,Hospital_I,Multi_Specialty,Medium,Central,P001,Imaging_System,Radiology,18,1817176.14,32709170.52,30,0,0.5668,0,2023,1,1,6,1,8,1,32709170.52,0.0,18,32709170.52,1817176.14,30.0,0.0,0.0,0.5668,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,24375,0.0007384615384615,8,25178,0.0007149098419254,10,,0
